prot_tag,prot_id,product,Product_unified,start_stop,size,accession,name,cluster*,origin*
VP3_0016,AFH14416.1,hypothetical protein,hypothetical protein,[10270:10579](+),102,JQ780163.1,"Vibrio phage VP3, complete genome",149,149
pVco5_044,ARM71032.1,hypothetical protein,hypothetical protein,[9749:9968](+),72,KY612839.1,"Vibrio phage pVco-5, complete genome",151,151
VCO139_0039,AGI61869.1,hypothetical protein,hypothetical protein,[24159:24609](+),149,KC438283.1,"Vibrio phage VCO139, complete genome",151,151
AVV30_gp059,YP_009198577.1,hypothetical protein,hypothetical protein,[23859:24309](+),149,NC_028799.1,"Vibrio phage phi 1, complete genome",151,151
M612_gp64,YP_008126802.1,hypothetical protein,hypothetical protein,[24466:24916](+),149,NC_021540.1,"Vibrio phage JA-1, complete genome",151,151
APD18065.1,APD18065.1,hypothetical protein,hypothetical protein,[43714:44164](-),149,KY065148.1,"Vibrio phage JSF3, complete genome",151,151
pVco5_095,ARM71083.1,hypothetical protein,hypothetical protein,[37539:37986](+),148,KY612839.1,"Vibrio phage pVco-5, complete genome",151,151
ViPhICP2p17,YP_004251188.1,hypothetical protein,hypothetical protein,[15940:16690](-),249,NC_015158.1,"Vibrio phage ICP2, complete genome",158,158
I904_gp11,YP_007518353.1,hypothetical protein,hypothetical protein,[17793:18780](-),328,NC_020488.1,"Vibrio phage VvAW1, complete genome",158,158
VpV262p58,NP_640319.1,hypothetical protein,hypothetical protein,[38280:39015](-),244,NC_003907.2,"Vibrio phage VpV262, complete genome",158,158
ICP22011A_0017,AII27061.1,hypothetical protein,hypothetical protein,[15938:16688](-),249,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",158,158
LD36_gp17,YP_009056229.1,hypothetical protein,hypothetical protein,[16018:16771](-),250,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",158,158
M612_gp69,YP_008126797.1,putative HNH homing endonuclease,putative HNH homing endonuclease,[19994:20381](+),128,NC_021540.1,"Vibrio phage JA-1, complete genome",163,163
M612_gp71,YP_008126795.1,putative HNH homing endonuclease,putative HNH homing endonuclease,[18891:19467](+),191,NC_021540.1,"Vibrio phage JA-1, complete genome",163,163
VCO139_0034,AGI61864.1,putative HNH homing endonuclease,putative HNH homing endonuclease,[19687:20074](+),128,KC438283.1,"Vibrio phage VCO139, complete genome",163,163
VPNG_00010,YP_007674105.1,HNH endonuclease,putative HNH homing endonuclease,[4574:5057](+),160,NC_020848.1,Vibrio phage VBP47 genomic sequence,163,163
pVco5_088,ARM71076.1,hypothetical protein,putative HNH homing endonuclease,[33050:33617](+),188,KY612839.1,"Vibrio phage pVco-5, complete genome",163,163
VPMG_00005,YP_007676495.1,HNH endonuclease,putative HNH homing endonuclease,[2156:2639](-),160,NC_020868.1,Vibrio phage VBP32 genomic sequence,163,163
AVV30_gp062,YP_009198580.1,putative HNH homing endonuclease,putative HNH homing endonuclease,[27084:27618](+),177,NC_028799.1,"Vibrio phage phi 1, complete genome",163,163
APD18075.1,APD18075.1,HNH homing endonuclease,putative HNH homing endonuclease,[49164:49740](-),191,KY065148.1,"Vibrio phage JSF3, complete genome",163,163
M612_gp62,YP_008126804.1,putative HNH homing endonuclease,putative HNH homing endonuclease,[26854:27388](+),177,NC_021540.1,"Vibrio phage JA-1, complete genome",163,163
M612_gp56,YP_008126810.1,putative HNH homing endonuclease,putative HNH homing endonuclease,[31269:31905](+),211,NC_021540.1,"Vibrio phage JA-1, complete genome",163,163
APD18073.1,APD18073.1,hypothetical protein,putative HNH homing endonuclease,[48250:48637](-),128,KY065148.1,"Vibrio phage JSF3, complete genome",163,163
APD18057.1,APD18057.1,HNH homing endonuclease,putative HNH homing endonuclease,[36725:37361](-),211,KY065148.1,"Vibrio phage JSF3, complete genome",163,163
vBVspPpVa5_0041,APC46052.1,HNH endonuclease protein,putative HNH homing endonuclease,[47360:48017](-),218,KX889068.2,"Vibrio phage pVa5, complete genome",163,163
AVV30_gp052,YP_009198570.1,hypothetical protein,putative HNH homing endonuclease,[19128:19728](+),199,NC_028799.1,"Vibrio phage phi 1, complete genome",163,163
VPR_012,AUG88376.1,hypothetical protein,putative HNH homing endonuclease,[2754:3060](-),101,MG603697.1,"Vibrio phage Vp_R1, complete genome",163,163
AVV30_gp061,YP_009198579.1,hypothetical protein,putative HNH homing endonuclease,[26108:26663](+),184,NC_028799.1,"Vibrio phage phi 1, complete genome",163,163
VCO139_0032,AGI61862.1,putative HNH homing endonuclease,putative HNH homing endonuclease,[18584:19160](+),191,KC438283.1,"Vibrio phage VCO139, complete genome",163,163
VPR_146,AUG88510.1,hypothetical protein,putative HNH homing endonuclease,[110071:110470](-),132,MG603697.1,"Vibrio phage Vp_R1, complete genome",163,<5
VpV262p66,NP_640327.1,hypothetical protein,hypothetical protein,[44421:44820](-),132,NC_003907.2,"Vibrio phage VpV262, complete genome",164,164
ICP22011A_002,AII27046.1,hypothetical protein,hypothetical protein,[541:871](-),109,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",164,164
CHOED_087,YP_009021753.1,hypothetical protein,hypothetical protein,[56740:57115](+),124,NC_023863.2,"Vibrio phage CHOED, complete genome",164,164
LD36_gp02,YP_009056214.1,hypothetical protein,hypothetical protein,[629:968](-),112,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",164,164
ViPhICP2p02,YP_004251173.1,hypothetical protein,hypothetical protein,[544:925](-),126,NC_015158.1,"Vibrio phage ICP2, complete genome",164,164
VVP4_p21,YP_249590.1,tail tubular protein A,putative tail tubular protein A,[22806:23400](+),197,NC_007149.1,"Vibriophage VP4, complete genome",171,171
ASU01168.1,ASU01168.1,tail fiber protein / tubular protein A,putative tail tubular protein A,[27777:28371](+),197,MF574151.1,"Vibrio phage JSF25, complete genome",171,171
AHC94069.1,AHC94069.1,tail protein,putative tail tubular protein A,[25009:25687](+),225,KF800937.1,"Vibrio phage AS51, complete genome",171,171
VPP93_gp30,YP_002875654.1,putative tail tubular protein A,putative tail tubular protein A,[24170:24731](+),186,NC_012662.1,"Vibrio phage VP93, complete genome",171,171
PV_008,AHN84659.1,putative tail tubular protein A,putative tail tubular protein A,[5608:6256](+),215,KJ502657.1,"Vibrio phage Vc1, complete genome",171,171
APD18159.1,APD18159.1,tail tubular protein A,putative tail tubular protein A,[34890:35484](-),197,KY065149.1,"Vibrio phage JSF7, complete genome",171,171
ViPhICP3_gp40,YP_004251283.1,tail tubular protein A,putative tail tubular protein A,[22978:23572](+),197,NC_015159.1,"Vibrio phage ICP3, complete genome",171,171
VpV262p51,NP_640312.1,hypothetical protein,putative tail tubular protein A,[30842:31595](-),250,NC_003907.2,"Vibrio phage VpV262, complete genome",171,171
QD07_46,APU00183.1,tail protein,putative tail tubular protein A,[35330:35978](+),215,KY290756.1,"Vibrio phage Vp670, complete genome",171,171
VPR_085,AUG88449.1,hypothetical protein,putative cobalamin biosynthesis protein CobT,[42220:42454](-),77,MG603697.1,"Vibrio phage Vp_R1, complete genome",172,172
ICP22011A_0041,AII27085.1,hypothetical protein,putative cobalamin biosynthesis protein CobT,[32514:34257](+),580,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",172,172
ViPhICP2p41,YP_004251212.1,putative cobalamin biosynthesis protein CobT,putative cobalamin biosynthesis protein CobT,[33356:35099](+),580,NC_015158.1,"Vibrio phage ICP2, complete genome",172,172
TU12-16_00185,ADX87791.1,putative cobalamin biosynthesis protein CobT,putative cobalamin biosynthesis protein CobT,[32508:34251](+),580,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",172,172
LD36_gp40,YP_009056252.1,putative aerobic cobaltochelatase CobT subunit,putative cobalamin biosynthesis protein CobT,[32878:34594](+),571,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",172,172
M612_gp37,YP_008126829.1,hypothetical protein,hypothetical protein,[59773:60460](-),228,NC_021540.1,"Vibrio phage JA-1, complete genome",179,179
vBVspPpVa5_0008,APC46049.1,putative tail protein,hypothetical protein,[7239:7947](+),235,KX889068.2,"Vibrio phage pVa5, complete genome",179,179
VPNG_00063,YP_007674158.1,hypothetical protein,hypothetical protein,[56662:57370](-),235,NC_020848.1,Vibrio phage VBP47 genomic sequence,179,179
VPMG_00066,YP_007676556.1,hypothetical protein,hypothetical protein,[26034:26742](+),235,NC_020868.1,Vibrio phage VBP32 genomic sequence,179,179
CHOED_067,YP_009021733.1,hypothetical protein,hypothetical protein,[43535:43718](-),60,NC_023863.2,"Vibrio phage CHOED, complete genome",179,179
pVco5_123,ARM71112.1,hypothetical protein,hypothetical protein,[71897:72587](-),229,KY612839.1,"Vibrio phage pVco-5, complete genome",179,179
AVV30_gp087,YP_009198605.1,hypothetical protein,hypothetical protein,[58976:59663](-),228,NC_028799.1,"Vibrio phage phi 1, complete genome",179,179
APD18036.1,APD18036.1,hypothetical protein,hypothetical protein,[8170:8857](+),228,KY065148.1,"Vibrio phage JSF3, complete genome",179,179
AVV30_gp049,YP_009198567.1,hypothetical protein,hypothetical protein,[17044:17683](+),212,NC_028799.1,"Vibrio phage phi 1, complete genome",182,182
pVco5_081,ARM71069.1,hypothetical protein,hypothetical protein,[24669:25482](+),270,KY612839.1,"Vibrio phage pVco-5, complete genome",182,182
APD18077.1,APD18077.1,hypothetical protein,hypothetical protein,[51098:51740](-),213,KY065148.1,"Vibrio phage JSF3, complete genome",182,182
MS_046,YP_008239702.1,HTH_Hin protein,hypothetical protein,[38367:38916](-),182,NC_021776.1,"Vibrio phage vpms1, complete genome",182,182
VCO139_0030,AGI61860.1,hypothetical protein,hypothetical protein,[16584:17226](+),213,KC438283.1,"Vibrio phage VCO139, complete genome",182,182
M612_gp73,YP_008126793.1,hypothetical protein,hypothetical protein,[16891:17533](+),213,NC_021540.1,"Vibrio phage JA-1, complete genome",182,182
pVco5_065,ARM71053.1,hypothetical protein,hypothetical protein,[17915:18158](+),80,KY612839.1,"Vibrio phage pVco-5, complete genome",184,184
APD18097.1,APD18097.1,hypothetical protein,hypothetical protein,[59630:59876](-),81,KY065148.1,"Vibrio phage JSF3, complete genome",184,184
AVV30_gp026,YP_009198544.1,hypothetical protein,hypothetical protein,[8726:8972](+),81,NC_028799.1,"Vibrio phage phi 1, complete genome",184,184
CG95_gp06,YP_009009725.1,tRNA pseudouridine synthase D,hypothetical protein,[10607:10826](+),72,NC_023605.1,"Vibrio phage PVA1, complete genome",184,184
VPR_082,AUG88446.1,hypothetical protein,hypothetical protein,[40353:40833](-),159,MG603697.1,"Vibrio phage Vp_R1, complete genome",184,184
APD18041.1,APD18041.1,hypothetical protein,hypothetical protein,[14884:15196](+),103,KY065148.1,"Vibrio phage JSF3, complete genome",212,212
VCO139_0062,AGI61889.1,hypothetical protein,hypothetical protein,[53127:53439](-),103,KC438283.1,"Vibrio phage VCO139, complete genome",212,212
M612_gp42,YP_008126824.1,hypothetical protein,hypothetical protein,[53434:53746](-),103,NC_021540.1,"Vibrio phage JA-1, complete genome",212,212
AVV30_gp082,YP_009198600.1,hypothetical protein,hypothetical protein,[53370:53682](-),103,NC_028799.1,"Vibrio phage phi 1, complete genome",212,212
pVco5_119,ARM71108.1,hypothetical protein,hypothetical protein,[65763:66114](-),116,KY612839.1,"Vibrio phage pVco-5, complete genome",212,212
VPR_046,AUG88410.1,hypothetical protein,hypothetical protein,[18188:18416](-),75,MG603697.1,"Vibrio phage Vp_R1, complete genome",212,212
AHC94047.1,AHC94047.1,hypothetical protein,hypothetical protein,[1020:1914](+),297,KF800937.1,"Vibrio phage AS51, complete genome",212,<5
RJ80_gp03,YP_009110715.1,hypothetical protein,hypothetical protein,[1020:1914](+),297,NC_025822.1,"Vibrio phage phi-A318, complete genome",212,<5
QD07_16,APU00153.1,DNA-dependent RNA polymerase,DNA-directed RNA polymerase RNAP2,[13112:15899](+),928,KY290756.1,"Vibrio phage Vp670, complete genome",0-10,0-10
AHC94049.1,AHC94049.1,DNA-directed RNA polymerase,DNA-directed RNA polymerase RNAP2,[3170:4727](+),518,KF800937.1,"Vibrio phage AS51, complete genome",0-10,0-10
AVV30_gp018,YP_009198536.1,hypothetical protein,DNA-directed RNA polymerase RNAP2,[5601:6051](+),149,NC_028799.1,"Vibrio phage phi 1, complete genome",0-10,0-10
M612_gp12,YP_008126775.1,DNA-directed RNA polymerase RNAP2,DNA-directed RNA polymerase RNAP2,[5923:7150](+),408,NC_021540.1,"Vibrio phage JA-1, complete genome",0-10,0-10
TU18-20_00020,ADX87639.1,T3/T7-like RNA polymerase,DNA-directed RNA polymerase RNAP2,[1848:4500](+),883,HQ641344.1,"Vibrio phage ICP3_2007_A, complete genome",0-10,0-10
APD18106.1,APD18106.1,RNA polymerase,DNA-directed RNA polymerase RNAP2,[61483:62710](-),408,KY065148.1,"Vibrio phage JSF3, complete genome",0-10,0-10
ASU01137.1,ASU01137.1,DNA-directed RNA polymerase,DNA-directed RNA polymerase RNAP2,[6815:9467](+),883,MF574151.1,"Vibrio phage JSF25, complete genome",0-10,0-10
RJ80_gp05,YP_009110717.1,DNA-directed RNA polymerase,DNA-directed RNA polymerase RNAP2,[3170:5957](+),928,NC_025822.1,"Vibrio phage phi-A318, complete genome",0-10,0-10
VVP4_p02,YP_249577.1,T3/T7-like RNA polymerase,DNA-directed RNA polymerase RNAP2,[1845:4497](+),883,NC_007149.1,"Vibriophage VP4, complete genome",0-10,0-10
vBVspPpVa5_0079,APC46032.1,RNA polymerase protein,DNA-directed RNA polymerase RNAP2,[68113:69328](-),404,KX889068.2,"Vibrio phage pVa5, complete genome",0-10,0-10
CHOED_076,YP_009021742.2,DNA-directed RNA polymerase,DNA-directed RNA polymerase RNAP2,"join{[49155:50832](-), [47639:48674](-)}",903,NC_023863.2,"Vibrio phage CHOED, complete genome",0-10,0-10
pVco5_063,ARM71051.1,DNA-directed RNA polymerase RNAP2,DNA-directed RNA polymerase RNAP2,[16113:16902](+),262,KY612839.1,"Vibrio phage pVco-5, complete genome",0-10,0-10
VP3_006,AFH14406.1,RNA polymerase,DNA-directed RNA polymerase RNAP2,[1840:4492](+),883,JQ780163.1,"Vibrio phage VP3, complete genome",0-10,0-10
TU18-21_00020,ADX87591.1,T3/T7-like RNA polymerase,DNA-directed RNA polymerase RNAP2,[1848:4500](+),883,HQ641343.1,"Vibrio phage ICP3_2008_A, complete genome",0-10,0-10
VN4_03,YP_003347903.1,RNA polymerase,DNA-directed RNA polymerase RNAP2,[1168:3820](+),883,NC_013651.1,"Vibrio phage N4, complete genome",0-10,0-10
AHC94050.1,AHC94050.1,DNA-directed RNA polymerase,DNA-directed RNA polymerase RNAP2,[4614:5955](+),446,KF800937.1,"Vibrio phage AS51, complete genome",0-10,0-10
VCO139_0011,AGI61842.1,DNA-directed RNA polymerase RNAP2,DNA-directed RNA polymerase RNAP2,[5618:6845](+),408,KC438283.1,"Vibrio phage VCO139, complete genome",0-10,0-10
ViPhICP3_gp06,YP_004251249.1,RNA polymerase,DNA-directed RNA polymerase RNAP2,[1848:4500](+),883,NC_015159.1,"Vibrio phage ICP3, complete genome",0-10,0-10
CG95_gp21,YP_009009740.1,putative lysozyme family protein,DNA-directed RNA polymerase RNAP2,[38078:38594](+),171,NC_023605.1,"Vibrio phage PVA1, complete genome",0-10,0-10
APD18165.1,APD18165.1,RNA polymerase,DNA-directed RNA polymerase RNAP2,[39744:42150](-),801,KY065149.1,"Vibrio phage JSF7, complete genome",0-10,0-10
VPMG_00019,YP_007676509.1,hypothetical protein,DNA-directed RNA polymerase RNAP2,[8819:10031](-),403,NC_020868.1,Vibrio phage VBP32 genomic sequence,0-10,0-10
TU18-RWS_00015,ADX87497.1,T3/T7-like RNA polymerase,DNA-directed RNA polymerase RNAP2,[1859:4511](+),883,HQ641341.1,"Vibrio phage ICP3_2009_B, complete genome",0-10,0-10
VPP93_gp25,YP_002875649.1,putative RNA polymerase,DNA-directed RNA polymerase RNAP2,[17412:19863](+),816,NC_012662.1,"Vibrio phage VP93, complete genome",0-10,0-10
pVco5_061,ARM71049.1,DNA-directed RNA polymerase RNAP2,DNA-directed RNA polymerase RNAP2,[14805:15255](+),149,KY612839.1,"Vibrio phage pVco-5, complete genome",0-10,0-10
AVV30_gp020,YP_009198538.1,DNA-directed RNA polymerase RNAP2,DNA-directed RNA polymerase RNAP2,[6917:7703](+),261,NC_028799.1,"Vibrio phage phi 1, complete genome",0-10,0-10
PV_028,AHN84679.1,RNA polymerase,DNA-directed RNA polymerase RNAP2,[28596:31341](+),914,KJ502657.1,"Vibrio phage Vc1, complete genome",0-10,0-10
pVco5_059,ARM71047.1,DNA-directed RNA polymerase RNAP1,DNA-directed RNA polymerase RNAP2,[13224:14178](+),317,KY612839.1,"Vibrio phage pVco-5, complete genome",0-10,fpmrg
ACQ41_gp28,YP_009153054.1,DNA polymerase I,DNA polymerase I,[26798:28700](-),633,NC_027397.1,"Vibrio phage QH, complete genome",1-17-19-9,1-17-19-9
VCO139_0040,AGI61870.1,DNA polymerase,DNA polymerase I,[24723:26403](+),559,KC438283.1,"Vibrio phage VCO139, complete genome",1-17-19-9,1-17-19-9
MS_037,YP_008239693.1,DNA polymerase I,DNA polymerase I,[29150:31022](-),623,NC_021776.1,"Vibrio phage vpms1, complete genome",1-17-19-9,1-17-19-9
PV_034,AHN84685.1,DNA polymerase,DNA polymerase I,[35697:38211](+),837,KJ502657.1,"Vibrio phage Vc1, complete genome",1-17-19-9,1-17-19-9
M612_gp63,YP_008126803.1,DNA polymerase,DNA polymerase I,[25030:26710](+),559,NC_021540.1,"Vibrio phage JA-1, complete genome",1-17-19-9,1-17-19-9
AHC94055.1,AHC94055.1,putative DNA polymerase,DNA polymerase I,[10260:12804](+),847,KF800937.1,"Vibrio phage AS51, complete genome",1-17-19-9,1-17-19-9
VN4_17,YP_003347917.1,DNA polymerase,DNA polymerase I,[11073:13110](+),678,NC_013651.1,"Vibrio phage N4, complete genome",1-17-19-9,1-17-19-9
pVco5_096,ARM71084.1,DNA polymerase,DNA polymerase I,[38114:40622](+),835,KY612839.1,"Vibrio phage pVco-5, complete genome",1-17-19-9,1-17-19-9
VPR_050,AUG88414.1,DNA polymerase,DNA polymerase I,[19392:19929](-),178,MG603697.1,"Vibrio phage Vp_R1, complete genome",1-17-19-9,1-17-19-9
ASU01150.1,ASU01150.1,DNA polymerase,DNA polymerase I,[16322:18359](+),678,MF574151.1,"Vibrio phage JSF25, complete genome",1-17-19-9,1-17-19-9
VP2p28,YP_024429.1,DNA polymerase I,DNA polymerase I,[26950:28852](-),633,NC_005879.1,"Vibrio phage VP2, complete genome",1-17-19-9,1-17-19-9
vBVspPpVa5_0045,APC46020.1,DNA Polymerase I protein,DNA polymerase I,[48978:51522](-),847,KX889068.2,"Vibrio phage pVa5, complete genome",1-17-19-9,1-17-19-9
VP5_gp28,YP_024986.1,DNA polymerase I,DNA polymerase I,[26899:28801](-),633,NC_005891.1,"Vibrio phage VP5, complete genome",1-17-19-9,1-17-19-9
VVP4_p08,YP_249581.1,DNA polymerase,DNA polymerase I,[10776:12813](+),678,NC_007149.1,"Vibriophage VP4, complete genome",1-17-19-9,1-17-19-9
vBVspPpVa5_0098,APC46055.1,hypothetical protein,DNA polymerase I,[74333:74849](-),171,KX889068.2,"Vibrio phage pVa5, complete genome",1-17-19-9,1-17-19-9
VPR_147,AUG88511.1,DNA polymerase,DNA polymerase I,[110531:112043](-),503,MG603697.1,"Vibrio phage Vp_R1, complete genome",1-17-19-9,1-17-19-9
APD18064.1,APD18064.1,DNA polymerase I,DNA polymerase I,[41920:43600](-),559,KY065148.1,"Vibrio phage JSF3, complete genome",1-17-19-9,1-17-19-9
M612_gp61,YP_008126805.1,hypothetical protein,DNA polymerase I,[27506:28505](+),332,NC_021540.1,"Vibrio phage JA-1, complete genome",1-17-19-9,1-17-19-9
phiVC8_p29,YP_009140158.1,DNA polymerase I,DNA polymerase I,[26431:28333](-),633,NC_027118.1,"Vibrio phage phiVC8, complete genome",1-17-19-9,1-17-19-9
CHOED_041,YP_009021707.1,DNA polymerase,DNA polymerase I,[29177:31421](-),747,NC_023863.2,"Vibrio phage CHOED, complete genome",1-17-19-9,1-17-19-9
LD36_gp51,YP_009056263.1,hypothetical protein,DNA polymerase I,[41079:41964](+),294,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",1-17-19-9,1-17-19-9
ADX87799.1,ADX87799.1,putative DNA polymerase,DNA polymerase I,"join{[39265:40462](+), [40898:41834](+)}",710,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",1-17-19-9,1-17-19-9
AVV30_gp060,YP_009198578.1,DNA polymerase,DNA polymerase I,[24423:25992](+),522,NC_028799.1,"Vibrio phage phi 1, complete genome",1-17-19-9,1-17-19-9
CJY_0029,AIZ01428.1,DNA polymerase I,DNA polymerase I,[26954:28856](-),633,KM612260.1,"Vibrio phage CJY, complete genome",1-17-19-9,1-17-19-9
VPMG_00105,YP_007676595.1,DNA polymerase I,DNA polymerase I,[69138:71763](-),874,NC_020868.1,Vibrio phage VBP32 genomic sequence,1-17-19-9,1-17-19-9
VpV262p19,NP_640280.1,DNA polymerase,DNA polymerase I,[8942:10928](+),661,NC_003907.2,"Vibrio phage VpV262, complete genome",1-17-19-9,1-17-19-9
AVV30_gp063,YP_009198581.1,DNA polymerase,DNA polymerase I,[27877:28735](+),285,NC_028799.1,"Vibrio phage phi 1, complete genome",1-17-19-9,1-17-19-9
ACQ42_gp29,YP_009152780.1,DNA polymerase I,DNA polymerase I,[26954:28856](-),633,NC_027393.1,"Vibrio phage J2, complete genome",1-17-19-9,1-17-19-9
QD07_26,APU00163.1,putative DNA polymerase,DNA polymerase I,[20689:23233](+),847,KY290756.1,"Vibrio phage Vp670, complete genome",1-17-19-9,1-17-19-9
LD36_gp50,YP_009056262.1,putative DNA polymerase,DNA polymerase I,[39870:41070](+),399,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",1-17-19-9,1-17-19-9
APD18125.1,APD18125.1,DNA polymerase I,DNA polymerase I,[1340:3734](-),797,KY065149.1,"Vibrio phage JSF7, complete genome",1-17-19-9,1-17-19-9
ViPhICP3_gp22,YP_004251265.1,DNA polymerase,DNA polymerase I,[11522:13559](+),678,NC_015159.1,"Vibrio phage ICP3, complete genome",1-17-19-9,1-17-19-9
VPP93_gp14,YP_002875638.1,putative DNA polymerase,DNA polymerase I,[8650:11086](+),811,NC_012662.1,"Vibrio phage VP93, complete genome",1-17-19-9,1-17-19-9
H1_0029,AIZ01476.1,DNA polymerase I,DNA polymerase I,[26954:28856](-),633,KM612261.1,"Vibrio phage H1, complete genome",1-17-19-9,1-17-19-9
vBVspPpVa5_0067,APC46064.1,hypothetical protein,DNA polymerase I,[61542:61920](-),125,KX889068.2,"Vibrio phage pVa5, complete genome",1-17-19-9,1-17-19-9
APD18167.1,APD18167.1,hypothetical protein,putative endonuclease,[42690:43176](-),161,KY065149.1,"Vibrio phage JSF7, complete genome",107-177,107-177
VPP93_gp23,YP_002875647.1,putative endonuclease,putative endonuclease,[16086:16527](+),146,NC_012662.1,"Vibrio phage VP93, complete genome",107-177,107-177
ViPhICP2p52,YP_004251223.1,hypothetical protein,putative endonuclease,[42688:42790](+),33,NC_015158.1,"Vibrio phage ICP2, complete genome",107-177,107-177
pVco5_062,ARM71050.1,hypothetical protein,putative endonuclease,[15396:15945](+),182,KY612839.1,"Vibrio phage pVco-5, complete genome",107-177,107-177
PV_041,AHN84692.1,putative endonuclease,putative endonuclease,[41936:42233](+),98,KJ502657.1,"Vibrio phage Vc1, complete genome",107-177,107-177
AVV30_gp032,YP_009198550.1,hypothetical protein,putative endonuclease,[10410:10725](+),104,NC_028799.1,"Vibrio phage phi 1, complete genome",107-177,107-177
QD07_34,APU00171.1,recombination endonuclease VII,putative endonuclease,[27019:27457](+),145,KY290756.1,"Vibrio phage Vp670, complete genome",107-177,107-177
AHC94060.1,AHC94060.1,hypothetical protein,putative endonuclease,[16562:17018](+),151,KF800937.1,"Vibrio phage AS51, complete genome",107-177,107-177
VCO139_0016,AGI61847.1,hypothetical protein,putative endonuclease,[10164:10293](+),42,KC438283.1,"Vibrio phage VCO139, complete genome",107-177,107-177
VN4_16,YP_003347916.1,putative 13.5 kDa protein,putative endonuclease,[10778:11090](+),103,NC_013651.1,"Vibrio phage N4, complete genome",107-177,107-177
VpV262p13,NP_640274.1,hypothetical protein,putative endonuclease,[5730:6126](+),131,NC_003907.2,"Vibrio phage VpV262, complete genome",107-177,107-177
TU12-16_00240,ADX87801.1,hypothetical protein,putative endonuclease,[41842:42208](+),121,HQ641346.1,"Vibrio phage ICP2_2006_A, complete genome",107-177,107-177
ViPhICP2p53,YP_004251224.1,putative endonuclease,putative endonuclease,[42762:43053](+),96,NC_015158.1,"Vibrio phage ICP2, complete genome",107-177,107-177
APD18092.1,APD18092.1,hypothetical protein,putative endonuclease,[58031:58346](-),104,KY065148.1,"Vibrio phage JSF3, complete genome",107-177,107-177
VPR_099,AUG88463.1,hypothetical protein,putative endonuclease,[56642:56948](-),101,MG603697.1,"Vibrio phage Vp_R1, complete genome",107-177,107-177
M612_gp17,YP_008126780.1,hypothetical protein,putative endonuclease,[10471:10600](+),42,NC_021540.1,"Vibrio phage JA-1, complete genome",107-177,107-177
ICP22011A_0053,AII27097.1,putative endonuclease,putative endonuclease,[41833:42214](+),126,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",107-177,107-177
AVV30_gp019,YP_009198537.1,hypothetical protein,putative endonuclease,[6192:6750](+),185,NC_028799.1,"Vibrio phage phi 1, complete genome",107-177,<5
M612_gp36,YP_008126830.1,terminase large subunit,DNA packaging protein B,[60467:63080](-),870,NC_021540.1,"Vibrio phage JA-1, complete genome",127-6-80,127-6-80
VVP4_p31,YP_249597.1,DNA packaging protein B,DNA packaging protein B,[37032:38793](+),586,NC_007149.1,"Vibriophage VP4, complete genome",127-6-80,127-6-80
APD18147.1,APD18147.1,DNA packaging protein,DNA packaging protein B,[16856:18869](-),670,KY065149.1,"Vibrio phage JSF7, complete genome",127-6-80,127-6-80
PV_016,AHN84667.1,large terminase subunit,DNA packaging protein B,[18975:20856](+),626,KJ502657.1,"Vibrio phage Vc1, complete genome",127-6-80,127-6-80
VN4_46,YP_003347946.1,DNA packaging/maturation protein B,DNA packaging protein B,[36065:37784](+),572,NC_013651.1,"Vibrio phage N4, complete genome",127-6-80,127-6-80
LD36_gp20,YP_009056232.1,hypothetical protein,DNA packaging protein B,[18820:20347](-),508,NC_024791.1,"Vibrio phage ICP2_2013_A_Haiti, complete genome",127-6-80,127-6-80
AHC94076.1,AHC94076.1,large terminase subunit,DNA packaging protein B,[36230:38105](+),624,KF800937.1,"Vibrio phage AS51, complete genome",127-6-80,127-6-80
AVV30_gp088,YP_009198606.1,terminase large subunit,DNA packaging protein B,[59670:61269](-),532,NC_028799.1,"Vibrio phage phi 1, complete genome",127-6-80,127-6-80
ViPhICP2p20,YP_004251191.1,hypothetical protein,DNA packaging protein B,[18738:20265](-),508,NC_015158.1,"Vibrio phage ICP2, complete genome",127-6-80,127-6-80
ICP22011A_0020,AII27064.1,hypothetical protein,DNA packaging protein B,[18736:20263](-),508,KM224878.1,"Vibrio phage ICP2_2011_A, complete genome",127-6-80,127-6-80
VPMG_00065,YP_007676555.1,hypothetical protein,DNA packaging protein B,[24380:25991](+),536,NC_020868.1,Vibrio phage VBP32 genomic sequence,127-6-80,127-6-80
pVco5_124,ARM71113.1,terminase large subunit,DNA packaging protein B,[72580:74170](-),529,KY612839.1,"Vibrio phage pVco-5, complete genome",127-6-80,127-6-80
VPP93_gp38,YP_002875662.1,putative DNA maturase B,DNA packaging protein B,[38535:40341](+),601,NC_012662.1,"Vibrio phage VP93, complete genome",127-6-80,127-6-80
