prot_tag,prot_id,product,Product_unified,start_stop,size,accession,name,cluster*,origin*
phiST2_0195,ALP47421.1,baseplate tail tube initiator,phage baseplate-tail tube initiator,[112080:112827](-),248,KT919973.1,"Vibrio phage phi-ST2, complete genome",444,444
KVP40.0357,NP_899603.1,tail tube protein,phage baseplate-tail tube initiator,[220157:220658](+),166,NC_005083.2,"Vibrio phage KVP40, complete genome",444,444
VPHG_00015,YP_007673501.1,ribonucleoside-diphosphate reductase subunit alpha,ribonucleoside-diphosphate reductase subunit alpha,[7423:9658](+),744,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,1,1
CF80_gp162,YP_009006236.1,ribonucleoside-diphosphate reductase subunit alpha,ribonucleoside-diphosphate reductase subunit alpha,[78060:80286](+),741,NC_023568.1,"Vibrio phage VH7D, complete genome",1,1
TUST1-2_01015,ADX89383.1,"ribonucleoside triphosphate reductase, alpha chain",ribonucleoside-diphosphate reductase subunit alpha,[106853:110084](+),1076,HQ641353.1,"Vibrio phage ICP1_2001_A, complete genome",1,1
TUST1-182_01000,ADX88473.1,"ribonucleoside triphosphate reductase, alpha chain",ribonucleoside-diphosphate reductase subunit alpha,[107788:111019](+),1076,HQ641349.1,"Vibrio phage ICP1_2006_C, complete genome",1,1
KVP40.0277,NP_899523.1,ribonucleoside-diphosphate reductase subunit alpha,ribonucleoside-diphosphate reductase subunit alpha,[146552:148778](+),741,NC_005083.2,"Vibrio phage KVP40, complete genome",1,1
ViPhICP1_gp205,YP_004251146.1,intein-containing ribonucleoside triphosphate reductase alpha chain precursor,ribonucleoside-diphosphate reductase subunit alpha,[107983:111214](+),1076,NC_015157.1,"Vibrio phage ICP1, complete genome",1,1
VPFG_00325,YP_008125472.2,NrdA aerobic NDP reductase large subunit,ribonucleoside-diphosphate reductase subunit alpha,[63080:65306](+),741,NC_021529.2,"Vibrio phage nt-1, complete genome",1,1
pp2_273,AFN37506.1,ribonucleoside-diphosphate reductase subunit alpha,ribonucleoside-diphosphate reductase subunit alpha,[147027:149253](+),741,JN849462.1,"Vibriophage phi-pp2, complete genome",1,1
VPHG_00012,YP_007673498.1,hypothetical protein,ribonucleoside-diphosphate reductase subunit alpha,[6668:7043](+),124,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,1,1
phiGrn1_0009,ALP46965.1,ribonucleoside-diphosphate reductase subunit alpha,ribonucleoside-diphosphate reductase subunit alpha,[4385:6611](+),741,KT919972.1,"Vibrio phage phi-Grn1, complete genome",1,1
ASR73850.1,ASR73850.1,"ribonucleotide reductase of class Ia (aerobic), alpha subunit",ribonucleoside-diphosphate reductase subunit alpha,[21729:23826](+),698,MF431726.1,"Vibrio phage vB_ValP_IME271, complete genome",1,1
AVU32_gp372,YP_009201475.1,nibonucleoside-diphosphate reductase subunit alpha,ribonucleoside-diphosphate reductase subunit alpha,[235025:237251](-),741,NC_028829.1,"Vibrio phage ValKK3, complete genome",1,1
pp2_055,AFN37616.1,ATP-dependent DNA ligase,DNA ligase,[30281:31625](+),447,JN849462.1,"Vibriophage phi-pp2, complete genome",6,6
VPHG_00027,YP_007673513.1,DNA ligase,DNA ligase,[15712:16795](+),360,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,6,6
KVP40.0057,NP_899305.1,DNA ligase,DNA ligase,[30285:31629](+),447,NC_005083.2,"Vibrio phage KVP40, complete genome",6,6
phiGrn1_0172,ALP46988.1,DNA ligase,DNA ligase,[137846:139184](+),445,KT919972.1,"Vibrio phage phi-Grn1, complete genome",6,6
ViPhICP1_gp217,YP_004251158.1,DNA ligase,DNA ligase,[117813:119166](+),450,NC_015157.1,"Vibrio phage ICP1, complete genome",6,6
APD17927.1,APD17927.1,DNA ligase,DNA ligase,[78050:79403](-),450,KY065147.1,"Vibrio phage JSF4, complete genome",6,6
TUST1-159_01050,ADX88710.1,DNA ligase,DNA ligase,[114948:116301](+),450,HQ641350.1,"Vibrio phage ICP1_2006_B, complete genome",6,6
phiST2_0303,ALP47369.1,DNA ligase,DNA ligase,[198012:199350](+),445,KT919973.1,"Vibrio phage phi-ST2, complete genome",6,6
CF80_gp278,YP_009006352.1,DNA ligase,DNA ligase,[209896:211234](+),445,NC_023568.1,"Vibrio phage VH7D, complete genome",6,6
VPFG_00104,YP_008125255.1,DNA ligase,DNA ligase,[195264:196599](+),444,NC_021529.2,"Vibrio phage nt-1, complete genome",6,6
VPFG_00118,YP_008125269.2,deoxyribonucleotidase,putative 5'(3')-deoxyribonucleotidase,[206487:206988](+),166,NC_021529.2,"Vibrio phage nt-1, complete genome",281,281
AVU32_gp190,YP_009201293.1,putative 5'(3')-deoxyribonucleotidase,putative 5'(3')-deoxyribonucleotidase,[92087:92600](-),170,NC_028829.1,"Vibrio phage ValKK3, complete genome",281,281
KVP40.0071,NP_899319.1,hypothetical protein,putative 5'(3')-deoxyribonucleotidase,[41480:41993](+),170,NC_005083.2,"Vibrio phage KVP40, complete genome",281,281
CF80_gp291,YP_009006365.1,putative 5'(3')-deoxyribonucleotidase,putative 5'(3')-deoxyribonucleotidase,[221094:221595](+),166,NC_023568.1,"Vibrio phage VH7D, complete genome",281,281
pp2_069,AFN37302.1,putative 5'(3')-deoxyribonucleotidase,putative 5'(3')-deoxyribonucleotidase,[41508:41994](+),161,JN849462.1,"Vibriophage phi-pp2, complete genome",281,281
F397_gp22,YP_007006411.1,putative TerL large-subunit terminase,putative 5'(3')-deoxyribonucleotidase,[17506:18895](+),462,NC_019518.1,"Vibrio phage vB_VchM-138, complete genome",281,281
pp2_004,AFN37238.1,hypothetical protein,hypothetical protein,[1552:2203](+),216,JN849462.1,"Vibriophage phi-pp2, complete genome",303,303
VPHG_00153,YP_007673636.1,hypothetical protein,hypothetical protein,[102693:103089](-),131,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,303,303
VPHG_00169,YP_007673651.1,hypothetical protein,hypothetical protein,[110401:111040](-),212,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,303,303
KVP40.0004,NP_899252.1,59 protein,hypothetical protein,[1552:2203](+),216,NC_005083.2,"Vibrio phage KVP40, complete genome",303,303
CF80_gp224,YP_009006298.1,hypothetical protein,hypothetical protein,[180844:181474](+),209,NC_023568.1,"Vibrio phage VH7D, complete genome",303,303
VPFG_00051,YP_008125203.2,loader of DNA helicase,hypothetical protein,[165840:166512](+),223,NC_021529.2,"Vibrio phage nt-1, complete genome",303,303
phiST2_0320,ALP47344.1,recombination-related endonuclease,recombination endonuclease subunit,[210963:213201](+),745,KT919973.1,"Vibrio phage phi-ST2, complete genome",238,238
AVU32_gp186,YP_009201289.1,exonuclease subunit 2,recombination endonuclease subunit,[88301:90539](-),745,NC_028829.1,"Vibrio phage ValKK3, complete genome",238,238
pp2_072,AFN37305.1,recombination endonuclease subunit,recombination endonuclease subunit,[43247:45485](+),745,JN849462.1,"Vibriophage phi-pp2, complete genome",238,238
KVP40.0074,NP_899322.1,recombination endonuclease subunit,recombination endonuclease subunit,[43246:45484](+),745,NC_005083.2,"Vibrio phage KVP40, complete genome",238,238
VPFG_00121,YP_008125272.1,recombination endonuclease subunit,recombination endonuclease subunit,[208247:210485](+),745,NC_021529.2,"Vibrio phage nt-1, complete genome",238,238
AKU42651.1,AKU42651.1,hypothetical protein,recombination endonuclease subunit,[47317:47692](-),124,KT160311.1,"Vibrio phage H188, complete genome",238,238
CF80_gp294,YP_009006368.1,exonuclease subunit 2,recombination endonuclease subunit,[222851:225089](+),745,NC_023568.1,"Vibrio phage VH7D, complete genome",238,238
AVU32_gp048,YP_009201151.1,hypothetical protein,hypothetical protein,[18735:19296](-),186,NC_028829.1,"Vibrio phage ValKK3, complete genome",421,421
CF80_gp096,YP_009006170.1,hypothetical protein,hypothetical protein,[47681:48236](+),184,NC_023568.1,"Vibrio phage VH7D, complete genome",421,421
phiST2_0077,ALP47463.1,hypothetical protein,hypothetical protein,[35587:36145](+),185,KT919973.1,"Vibrio phage phi-ST2, complete genome",421,421
VPFG_00256,YP_008125404.2,hypothetical protein,hypothetical protein,[30119:30671](+),183,NC_021529.2,"Vibrio phage nt-1, complete genome",421,421
KVP40.0198,NP_899444.1,hypothetical protein,hypothetical protein,[108647:109205](+),185,NC_005083.2,"Vibrio phage KVP40, complete genome",421,421
phiGrn1_0246,ALP47084.1,hypothetical protein,hypothetical protein,[187528:188080](+),183,KT919972.1,"Vibrio phage phi-Grn1, complete genome",120,120
pp2_133,AFN37366.1,hypothetical protein,hypothetical protein,[80039:80579](+),179,JN849462.1,"Vibriophage phi-pp2, complete genome",120,120
CF80_gp023,YP_009006097.1,hypothetical protein,hypothetical protein,[13272:13824](+),183,NC_023568.1,"Vibrio phage VH7D, complete genome",120,120
KVP40.0135,NP_899383.1,hypothetical protein,hypothetical protein,[78664:79213](+),182,NC_005083.2,"Vibrio phage KVP40, complete genome",120,120
VPHG_00038,YP_007673524.1,hypothetical protein,hypothetical protein,[24145:24409](-),87,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,120,120
VPFG_00183,YP_008125332.1,hypothetical protein,hypothetical protein,[244298:244838](+),179,NC_021529.2,"Vibrio phage nt-1, complete genome",120,120
VPFG_00158,YP_008125309.1,hypothetical protein,hypothetical protein,[232036:232246](+),69,NC_021529.2,"Vibrio phage nt-1, complete genome",120,120
SBVcX29_0015,YP_009043886.1,hypothetical protein,hypothetical protein,[34981:35461](+),159,NC_024369.2,"Vibrio phage X29, complete genome",120,120
CF80_gp292,YP_009006366.1,exonuclease subunit 1,endonuclease subunit,[221591:222635](+),347,NC_023568.1,"Vibrio phage VH7D, complete genome",476,476
KVP40.0072,NP_899320.1,endonuclease subunit,endonuclease subunit,[41989:43030](+),346,NC_005083.2,"Vibrio phage KVP40, complete genome",476,476
phiST2_0318,ALP47386.1,recombination-related endonuclease,endonuclease subunit,[209703:210747](+),347,KT919973.1,"Vibrio phage phi-ST2, complete genome",476,476
VPFG_00119,YP_008125270.1,recombination endonuclease subunit,endonuclease subunit,[206987:208028](+),346,NC_021529.2,"Vibrio phage nt-1, complete genome",476,476
AVU32_gp189,YP_009201292.1,exonuclease subunit 1,endonuclease subunit,[91047:92091](-),347,NC_028829.1,"Vibrio phage ValKK3, complete genome",476,476
phiST2_0188,ALP47513.1,hypothetical protein,hypothetical protein,[106943:107399](-),151,KT919973.1,"Vibrio phage phi-ST2, complete genome",482,482
VPFG_00311,YP_008125459.2,hypothetical protein,hypothetical protein,[55011:55533](+),173,NC_021529.2,"Vibrio phage nt-1, complete genome",482,482
AVU32_gp322,YP_009201425.1,hypothetical protein,hypothetical protein,[193963:194419](+),151,NC_028829.1,"Vibrio phage ValKK3, complete genome",482,482
VPFG_00376,YP_008125522.1,hypothetical protein,hypothetical protein,[102661:103117](-),151,NC_021529.2,"Vibrio phage nt-1, complete genome",482,482
KVP40.0322,NP_899569.1,hypothetical protein,hypothetical protein,[182505:182961](-),151,NC_005083.2,"Vibrio phage KVP40, complete genome",482,482
AVU32_gp224,YP_009201327.1,hypothetical protein,hypothetical protein,[112434:113196](-),253,NC_028829.1,"Vibrio phage ValKK3, complete genome",302,302
ASR73841.1,ASR73841.1,hypothetical protein,hypothetical protein,[14641:15391](+),249,MF431726.1,"Vibrio phage vB_ValP_IME271, complete genome",302,302
CF80_gp257,YP_009006331.1,hypothetical protein,hypothetical protein,[199791:200553](+),253,NC_023568.1,"Vibrio phage VH7D, complete genome",302,302
pp2_036,AFN37270.1,hypothetical protein,hypothetical protein,[20384:21146](+),253,JN849462.1,"Vibriophage phi-pp2, complete genome",302,302
KVP40.0037,NP_899285.1,hypothetical protein,hypothetical protein,[20388:21150](+),253,NC_005083.2,"Vibrio phage KVP40, complete genome",302,302
VPFG_00084,YP_008125235.1,hypothetical protein,hypothetical protein,[184886:185648](+),253,NC_021529.2,"Vibrio phage nt-1, complete genome",302,302
KVP40.0149,NP_899395.1,hypothetical protein,hypothetical protein,[86928:87414](+),161,NC_005083.2,"Vibrio phage KVP40, complete genome",270,270
VPFG_00194,YP_008125343.1,hypothetical protein,hypothetical protein,[4188:4761](+),190,NC_021529.2,"Vibrio phage nt-1, complete genome",270,270
SBVcX29_0010,YP_009043881.1,DNA N-6-adenine-methyltransferase,hypothetical protein,[37525:38194](+),222,NC_024369.2,"Vibrio phage X29, complete genome",270,270
CF80_gp036,YP_009006110.1,hypothetical protein,hypothetical protein,[20915:21407](+),163,NC_023568.1,"Vibrio phage VH7D, complete genome",270,270
pp2_145,AFN37378.1,hypothetical protein,hypothetical protein,[87376:87874](+),165,JN849462.1,"Vibriophage phi-pp2, complete genome",270,270
KVP40.0337,NP_899583.1,hypothetical protein,putative phospholipase,[194251:194548](+),98,NC_005083.2,"Vibrio phage KVP40, complete genome",380,380
phiST2_0203,ALP47599.1,phospholipase,putative phospholipase,[118642:118939](+),98,KT919973.1,"Vibrio phage phi-ST2, complete genome",380,380
CF80_gp193,YP_009006267.1,putative 10.2 kDa protein,putative phospholipase,[130957:131254](+),98,NC_023568.1,"Vibrio phage VH7D, complete genome",380,380
AVU32_gp307,YP_009201410.1,hypothetical protein,putative phospholipase,[182422:182719](-),98,NC_028829.1,"Vibrio phage ValKK3, complete genome",380,380
phiGrn1_0071,ALP47208.1,putative phospholipase,putative phospholipase,[58857:59154](+),98,KT919972.1,"Vibrio phage phi-Grn1, complete genome",380,380
VPFG_00002,YP_008125159.1,hypothetical protein,putative phospholipase,[114841:115138](+),98,NC_021529.2,"Vibrio phage nt-1, complete genome",380,380
VPFG_00380,YP_008125526.2,hypothetical protein,hypothetical protein,[104793:106665](-),623,NC_021529.2,"Vibrio phage nt-1, complete genome",540,540
phiST2_0192,ALP47348.1,hypothetical protein,hypothetical protein,[109079:111053](-),657,KT919973.1,"Vibrio phage phi-ST2, complete genome",540,540
KVP40.0326,NP_899573.1,hypothetical protein,hypothetical protein,[184641:186612](-),656,NC_005083.2,"Vibrio phage KVP40, complete genome",540,540
phiGrn1_0060,ALP46968.1,hypothetical protein,hypothetical protein,[48902:50876](-),657,KT919972.1,"Vibrio phage phi-Grn1, complete genome",540,540
pp2_326,AFN37558.1,hypothetical protein,hypothetical protein,[186346:188317](-),656,JN849462.1,"Vibriophage phi-pp2, complete genome",540,540
AVU32_gp318,YP_009201421.1,hypothetical protein,hypothetical protein,[190308:192282](+),657,NC_028829.1,"Vibrio phage ValKK3, complete genome",540,540
pp2_242,AFN37475.1,hypothetical protein,hypothetical protein,[126955:127420](+),154,JN849462.1,"Vibriophage phi-pp2, complete genome",424,424
CF80_gp145,YP_009006219.1,hypothetical protein,hypothetical protein,[67347:67818](+),156,NC_023568.1,"Vibrio phage VH7D, complete genome",424,424
VPFG_00303,YP_008125451.2,hypothetical protein,hypothetical protein,[49345:49795](+),149,NC_021529.2,"Vibrio phage nt-1, complete genome",424,424
AVU32_gp390,YP_009201493.1,hypothetical protein,hypothetical protein,[247496:247961](-),154,NC_028829.1,"Vibrio phage ValKK3, complete genome",424,424
phiST2_0123,ALP47506.1,hypothetical protein,hypothetical protein,[54657:55122](+),154,KT919973.1,"Vibrio phage phi-ST2, complete genome",424,424
phiGrn1_0368,ALP47123.1,hypothetical protein,hypothetical protein,[242197:242662](+),154,KT919972.1,"Vibrio phage phi-Grn1, complete genome",424,424
KVP40.0247,NP_899493.1,hypothetical protein,hypothetical protein,[127619:128099](+),159,NC_005083.2,"Vibrio phage KVP40, complete genome",424,424
SBVcX29_0018,YP_009043889.1,hypothetical protein,hypothetical protein,[33340:33640](+),99,NC_024369.2,"Vibrio phage X29, complete genome",318,318
APL38_gp12,YP_009167719.1,gp12 protein,hypothetical protein,[8914:9112](+),65,NC_027981.1,"Vibrio phage VP58.5, complete genome",318,318
VPCG_00007,YP_007877508.1,DNA circulation protein,hypothetical protein,[5663:6983](-),439,NC_021070.1,Vibrio phage martha 12B12 genomic sequence,318,318
F861_gp30,YP_007112488.1,hypothetical protein,hypothetical protein,[8914:9112](+),65,NC_019722.1,"Vibrio phage vB_VpaM_MAR, complete genome",318,318
AKU42590.1,AKU42590.1,hypothetical protein,hypothetical protein,[5639:6887](-),415,KT160311.1,"Vibrio phage H188, complete genome",318,318
AVU32_gp341,YP_009201444.1,hypothetical protein,hypothetical protein,[208599:208965](+),121,NC_028829.1,"Vibrio phage ValKK3, complete genome",10,10
phiGrn1_0040,ALP47250.1,hypothetical protein,hypothetical protein,[32667:32925](-),85,KT919972.1,"Vibrio phage phi-Grn1, complete genome",10,10
phiST2_0172,ALP47548.1,hypothetical protein,hypothetical protein,[93465:93834](-),122,KT919973.1,"Vibrio phage phi-ST2, complete genome",10,10
VPFG_00354,YP_008125500.1,hypothetical protein,hypothetical protein,[87572:87944](-),123,NC_021529.2,"Vibrio phage nt-1, complete genome",10,10
ViPhICP1_gp111,YP_004251052.1,hypothetical protein,hypothetical protein,[58617:58974](+),118,NC_015157.1,"Vibrio phage ICP1, complete genome",10,10
KVP40.0303,NP_899550.1,hypothetical protein,hypothetical protein,[170449:170824](-),124,NC_005083.2,"Vibrio phage KVP40, complete genome",10,10
VPFG_00367,YP_008125513.1,hypothetical protein,hypothetical protein,[94794:95004](-),69,NC_021529.2,"Vibrio phage nt-1, complete genome",519,519
VPHG_00009,YP_007673495.1,hypothetical protein,hypothetical protein,[4868:5096](+),75,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,519,519
phiST2_0181,ALP47675.1,hypothetical protein,hypothetical protein,[100545:100755](-),69,KT919973.1,"Vibrio phage phi-ST2, complete genome",519,519
pp2_312,AFN37545.1,hypothetical protein,hypothetical protein,[176898:177108](-),69,JN849462.1,"Vibriophage phi-pp2, complete genome",519,519
phiGrn1_0049,ALP47292.1,hypothetical protein,hypothetical protein,[39615:39825](-),69,KT919972.1,"Vibrio phage phi-Grn1, complete genome",519,519
AVU32_gp331,YP_009201434.1,hypothetical protein,hypothetical protein,[201521:201683](+),53,NC_028829.1,"Vibrio phage ValKK3, complete genome",519,519
pp2_268,AFN37501.1,moaA/nifB/pqqE family protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[143918:144971](-),350,JN849462.1,"Vibriophage phi-pp2, complete genome",7,7
VPFG_00063,YP_008125215.2,NrdG anaerobic NTP reductase small subunit,anaerobic ribonucleoside-triphosphate reductase activating protein,[175126:175549](+),140,NC_021529.2,"Vibrio phage nt-1, complete genome",7,7
VPFG_00320,YP_008125467.1,radical SAM domain protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[59963:61019](-),351,NC_021529.2,"Vibrio phage nt-1, complete genome",7,7
KVP40.0272,NP_899518.1,heme biosynthesis domain protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[143443:144496](-),350,NC_005083.2,"Vibrio phage KVP40, complete genome",7,7
APD17796.1,APD17796.1,ribonucleotide reductase of class III (anaerobic) activating protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[9351:9822](-),156,KY065147.1,"Vibrio phage JSF4, complete genome",7,7
ViPhICP1_gp114,YP_004251055.1,anaerobic ribonucleotide reductase-activating protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[61953:62451](+),165,NC_015157.1,"Vibrio phage ICP1, complete genome",7,7
VPHG_00129,YP_007673614.1,anaerobic ribonucleoside-triphosphate reductase activating protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[84388:84871](+),160,NC_020843.1,Vibrio phage 11895-B1 genomic sequence,7,7
KVP40.0015,NP_899263.1,anaerobic NTP reductase small subunit,anaerobic ribonucleoside-triphosphate reductase activating protein,[10509:10986](+),158,NC_005083.2,"Vibrio phage KVP40, complete genome",7,7
AVU32_gp247,YP_009201350.1,anaerobic ribonucleoside-triphosphate reductase-activating protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[123404:123881](-),158,NC_028829.1,"Vibrio phage ValKK3, complete genome",7,7
KVP40.0260,NP_899506.1,moaA/nifB/pqqE family protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[135054:136044](+),329,NC_005083.2,"Vibrio phage KVP40, complete genome",7,7
pp2_015,AFN37249.1,ribonucleotide reductase of class III (anaerobic) activating protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[10505:10982](+),158,JN849462.1,"Vibriophage phi-pp2, complete genome",7,7
TUST1-17_00570,ADX88840.1,anaerobic NTP reductase small subunit,anaerobic ribonucleoside-triphosphate reductase activating protein,[61381:61852](+),156,HQ641351.1,"Vibrio phage ICP1_2006_A, complete genome",7,7
CF80_gp235,YP_009006309.1,anaerobic ribonucleoside-triphosphate reductase-activating protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[189819:190296](+),158,NC_023568.1,"Vibrio phage VH7D, complete genome",7,7
pp2_255,AFN37488.1,moaA/nifB/pqqE family protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[134376:135366](+),329,JN849462.1,"Vibriophage phi-pp2, complete genome",7,<5
KVP40.0261,NP_899507.1,moaA/nifB/pqqE family protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[136036:137161](-),374,NC_005083.2,"Vibrio phage KVP40, complete genome",7,<5
pp2_256,AFN37489.1,moaA/nifB/pqqE family protein,anaerobic ribonucleoside-triphosphate reductase activating protein,[135358:136483](-),374,JN849462.1,"Vibriophage phi-pp2, complete genome",7,<5
VPFG_00107,YP_008125258.1,hypothetical protein,hypothetical protein,[199343:199898](+),184,NC_021529.2,"Vibrio phage nt-1, complete genome",404,404
AVU32_gp201,YP_009201304.1,hypothetical protein,hypothetical protein,[99190:99694](-),167,NC_028829.1,"Vibrio phage ValKK3, complete genome",404,404
phiST2_0306,ALP47482.1,hypothetical protein,hypothetical protein,[202121:202628](+),168,KT919973.1,"Vibrio phage phi-ST2, complete genome",404,404
KVP40.0060,NP_899308.1,hypothetical protein,hypothetical protein,[34302:34929](+),208,NC_005083.2,"Vibrio phage KVP40, complete genome",404,404
CF80_gp280,YP_009006354.1,hypothetical protein,hypothetical protein,[213994:214498](+),167,NC_023568.1,"Vibrio phage VH7D, complete genome",404,404
AVU32_gp077,YP_009201180.1,hypothetical protein,hypothetical protein,[28861:29284](-),140,NC_028829.1,"Vibrio phage ValKK3, complete genome",195-252-342,195-252-342
phiGrn1_0297,ALP47112.1,hypothetical protein,hypothetical protein,[213631:214114](+),160,KT919972.1,"Vibrio phage phi-Grn1, complete genome",195-252-342,195-252-342
AVU32_gp086,YP_009201189.1,hypothetical protein,hypothetical protein,[32513:32837](-),107,NC_028829.1,"Vibrio phage ValKK3, complete genome",195-252-342,195-252-342
phiST2_0052,ALP47545.1,hypothetical protein,hypothetical protein,[25678:26056](+),125,KT919973.1,"Vibrio phage phi-ST2, complete genome",195-252-342,195-252-342
AVU32_gp078,YP_009201181.1,hypothetical protein,hypothetical protein,[29283:29661](-),125,NC_028829.1,"Vibrio phage ValKK3, complete genome",195-252-342,195-252-342
CF80_gp070,YP_009006144.1,hypothetical protein,hypothetical protein,[38211:38664](+),150,NC_023568.1,"Vibrio phage VH7D, complete genome",195-252-342,195-252-342
VPFG_00232,YP_008125380.1,hypothetical protein,hypothetical protein,[21776:22157](+),126,NC_021529.2,"Vibrio phage nt-1, complete genome",195-252-342,195-252-342
phiST2_0048,ALP47534.1,hypothetical protein,hypothetical protein,[24258:24666](+),135,KT919973.1,"Vibrio phage phi-ST2, complete genome",195-252-342,195-252-342
VPFG_00237,YP_008125385.1,hypothetical protein,hypothetical protein,[23853:24222](+),122,NC_021529.2,"Vibrio phage nt-1, complete genome",195-252-342,195-252-342
phiGrn1_0294,ALP47136.1,hypothetical protein,hypothetical protein,[212403:212838](+),144,KT919972.1,"Vibrio phage phi-Grn1, complete genome",195-252-342,195-252-342
phiGrn1_0295,ALP47158.1,hypothetical protein,hypothetical protein,[212839:213217](+),125,KT919972.1,"Vibrio phage phi-Grn1, complete genome",195-252-342,195-252-342
CF80_gp068,YP_009006142.1,hypothetical protein,hypothetical protein,[37428:37863](+),144,NC_023568.1,"Vibrio phage VH7D, complete genome",195-252-342,195-252-342
phiGrn1_0291,ALP47147.1,hypothetical protein,hypothetical protein,[211419:211827](+),135,KT919972.1,"Vibrio phage phi-Grn1, complete genome",195-252-342,195-252-342
VPFG_00233,YP_008125381.1,hypothetical protein,hypothetical protein,[22156:22513](+),118,NC_021529.2,"Vibrio phage nt-1, complete genome",195-252-342,195-252-342
VPFG_00238,YP_008125386.1,hypothetical protein,hypothetical protein,[24218:24575](+),118,NC_021529.2,"Vibrio phage nt-1, complete genome",195-252-342,195-252-342
pp2_174,AFN37407.1,hypothetical protein,hypothetical protein,[101490:101880](+),129,JN849462.1,"Vibriophage phi-pp2, complete genome",195-252-342,195-252-342
CF80_gp060,YP_009006134.1,hypothetical protein,hypothetical protein,[33811:34135](+),107,NC_023568.1,"Vibrio phage VH7D, complete genome",195-252-342,195-252-342
AVU32_gp076,YP_009201179.1,hypothetical protein,hypothetical protein,[28395:28869](-),157,NC_028829.1,"Vibrio phage ValKK3, complete genome",195-252-342,195-252-342
VPFG_00235,YP_008125383.1,hypothetical protein,hypothetical protein,[22888:23410](+),173,NC_021529.2,"Vibrio phage nt-1, complete genome",195-252-342,195-252-342
CF80_gp065,YP_009006139.1,hypothetical protein,hypothetical protein,[36443:36851](+),135,NC_023568.1,"Vibrio phage VH7D, complete genome",195-252-342,195-252-342
AVU32_gp082,YP_009201185.1,hypothetical protein,hypothetical protein,[30673:31081](-),135,NC_028829.1,"Vibrio phage ValKK3, complete genome",195-252-342,195-252-342
VPFG_00228,YP_008125376.1,hypothetical protein,hypothetical protein,[20427:20790](+),120,NC_021529.2,"Vibrio phage nt-1, complete genome",195-252-342,195-252-342
CF80_gp069,YP_009006143.1,hypothetical protein,hypothetical protein,[37864:38242](+),125,NC_023568.1,"Vibrio phage VH7D, complete genome",195-252-342,195-252-342
VPFG_00234,YP_008125382.1,hypothetical protein,hypothetical protein,[22512:22887](+),124,NC_021529.2,"Vibrio phage nt-1, complete genome",195-252-342,195-252-342
KVP40.0179,NP_899425.1,hypothetical protein,hypothetical protein,[101730:102144](+),137,NC_005083.2,"Vibrio phage KVP40, complete genome",195-252-342,195-252-342
phiST2_0053,ALP47526.1,hypothetical protein,hypothetical protein,[26055:26478](+),140,KT919973.1,"Vibrio phage phi-ST2, complete genome",195-252-342,195-252-342
phiGrn1_0296,ALP47139.1,hypothetical protein,hypothetical protein,[213216:213639](+),140,KT919972.1,"Vibrio phage phi-Grn1, complete genome",195-252-342,195-252-342
VPFG_00231,YP_008125379.1,hypothetical protein,hypothetical protein,[21453:21777](+),107,NC_021529.2,"Vibrio phage nt-1, complete genome",195-252-342,195-252-342
VPFG_00236,YP_008125384.1,hypothetical protein,hypothetical protein,[23458:23854](+),131,NC_021529.2,"Vibrio phage nt-1, complete genome",195-252-342,195-252-342
KVP40.0177,NP_899423.1,hypothetical protein,hypothetical protein,[101004:101394](+),129,NC_005083.2,"Vibrio phage KVP40, complete genome",195-252-342,195-252-342
phiST2_0044,ALP47683.1,hypothetical protein,hypothetical protein,[22155:22356](+),66,KT919973.1,"Vibrio phage phi-ST2, complete genome",195-252-342,<5
phiGrn1_0286,ALP47302.1,hypothetical protein,hypothetical protein,[208754:208955](+),66,KT919972.1,"Vibrio phage phi-Grn1, complete genome",195-252-342,<5
KVP40.0158,NP_899404.1,hypothetical protein,hypothetical protein,[92369:92549](+),59,NC_005083.2,"Vibrio phage KVP40, complete genome",433,433
AVU32_gp104,YP_009201207.1,hypothetical protein,hypothetical protein,[39856:40036](-),59,NC_028829.1,"Vibrio phage ValKK3, complete genome",433,433
phiGrn1_0269,ALP47314.1,hypothetical protein,hypothetical protein,[201096:201276](+),59,KT919972.1,"Vibrio phage phi-Grn1, complete genome",433,433
CF80_gp045,YP_009006119.1,hypothetical protein,hypothetical protein,[26835:27015](+),59,NC_023568.1,"Vibrio phage VH7D, complete genome",433,433
